squarefoot,location,num_past_occupants,rent,building_type
3234,Rural,1,11932.585365063114,Apartment
1663,Rural,8,8134.063552058151,Apartment
4240,Rural,5,15597.402036003245,House
503,Suburb,4,2180.669647527093,House
460,Downtown,4,2878.872442512621,Apartment
4787,Downtown,2,25441.18281569701,Condo
1068,Suburb,5,5169.5141087784605,Condo
4048,Rural,3,13708.082327416827,House
2881,Downtown,9,21876.50726197105,Apartment
1393,Suburb,1,5107.693434404539,House
4800,Suburb,2,20292.727275271256,Condo
907,Downtown,8,6151.531831976154,Condo
1840,Downtown,8,11457.754099816444,House
3175,Rural,5,12754.07057611775,Condo
3491,Rural,9,17629.798426127007,Apartment
2137,Downtown,9,13752.048988094266,House
989,Rural,8,4085.9614794458053,House
4059,Suburb,3,16505.701792893626,House
3249,Rural,4,12569.766090204457,Condo
2403,Rural,9,12155.246750394814,Apartment
665,Suburb,5,2881.908641258425,House
3875,Rural,8,16007.817042375123,House
4850,Suburb,4,22498.282191752,Condo
4499,Rural,7,21160.84400734956,Apartment
4472,Downtown,0,19846.644629039354,House
4625,Rural,4,17895.687251822983,Condo
2678,Downtown,9,17179.072579314936,House
1505,Downtown,0,7276.0443262015515,Condo
4139,Downtown,9,31385.202983767595,Apartment
3035,Downtown,5,18313.13136989502,Condo
3647,Downtown,6,20982.456419184342,House
1975,Suburb,4,8306.277854865093,House
598,Suburb,0,2312.1093908218727,Condo
1256,Suburb,5,6588.128581018637,Apartment
1414,Downtown,9,10851.58206323944,Apartment
2805,Rural,4,9957.593687398394,House
1774,Suburb,5,7821.968086732789,House
4760,Rural,9,22143.047022786268,Condo
4746,Rural,6,19814.519781697323,Condo
4026,Downtown,6,25255.026137061584,Condo
3771,Downtown,1,20694.876184040288,Apartment
3128,Downtown,2,17992.639318148176,Apartment
3150,Suburb,5,13926.916050637608,House
2806,Downtown,2,13654.77474555232,House
4070,Suburb,1,15116.062635198521,House
3264,Suburb,3,14505.253856693313,Condo
4894,Suburb,4,24539.087218422726,Apartment
1249,Suburb,9,6351.987529177076,House
4903,Downtown,8,30380.228080591434,House
3150,Suburb,2,12295.085740079568,House
465,Downtown,2,2208.7803246348926,House
3786,Downtown,5,20925.02439680435,House
2809,Suburb,4,11932.414272341737,House
1219,Downtown,5,7964.739526070923,Apartment
413,Rural,6,1622.4383748926218,House
3804,Downtown,2,21942.50249903751,Apartment
1291,Downtown,4,7493.9550520692665,Condo
4139,Suburb,7,23451.055438480547,Apartment
1558,Suburb,3,6904.879438235488,Condo
3726,Downtown,9,28312.461492430837,Apartment
814,Suburb,1,3547.22782167187,Apartment
3496,Rural,3,11882.027159966523,House
4734,Rural,1,17372.169946401642,Apartment
2884,Suburb,2,13282.860690328576,Apartment
367,Downtown,3,1820.431094340576,House
1896,Rural,3,6937.464782621151,Condo
4778,Rural,9,20477.88329951784,House
318,Downtown,8,1957.5292772239857,House
3030,Suburb,9,15552.085010784454,House
3821,Rural,5,15454.978634159334,Condo
872,Downtown,8,6340.71071491647,Apartment
2558,Downtown,3,15429.911440622775,Apartment
3202,Rural,8,13195.231322998534,House
950,Suburb,8,4702.131925391147,House
2887,Rural,5,12534.594694677586,Apartment
3562,Downtown,4,22329.215196780908,Apartment
1638,Rural,2,6306.12434131047,Apartment
3934,Suburb,4,18306.402554181426,Condo
3127,Downtown,2,16635.410319606264,Condo
2517,Suburb,4,10713.860395403937,House
3839,Rural,4,14961.78179643415,Condo
1337,Rural,1,4171.846280274575,House
4683,Suburb,8,27398.371923055467,Apartment
4278,Rural,6,19316.418384747685,Apartment
3261,Suburb,5,14457.455738545565,House
3526,Rural,4,14689.940079226157,Apartment
1398,Suburb,3,5644.566518414743,House
2624,Suburb,7,12562.711523116777,House
1239,Downtown,1,5812.120104759019,House
4016,Downtown,7,26172.806369481794,Condo
3714,Suburb,0,13095.064552753754,House
1748,Rural,9,7474.18982964467,House
870,Rural,0,2554.4204269012475,House
3204,Rural,2,11354.783394212449,Condo
2805,Suburb,4,14030.361768282604,Apartment
1217,Suburb,5,5836.423834579235,Condo
2174,Suburb,3,8906.790153962205,House
1978,Suburb,6,9974.241674503517,Condo
915,Downtown,6,6282.44449127609,Apartment
4801,Suburb,1,21009.92555246117,Apartment
2049,Rural,1,6306.241781745813,House
4125,Downtown,1,22713.4715367513,Apartment
4488,Rural,1,15203.986789967552,Condo
2777,Suburb,8,15043.262261989375,Condo
3805,Downtown,4,23874.17183618909,Apartment
3775,Suburb,7,18020.434972108476,House
4829,Downtown,4,25658.83622373084,House
1435,Rural,4,5522.575974266346,Condo
4300,Suburb,0,18026.730122322566,Apartment
674,Suburb,5,3257.371389399441,Condo
506,Downtown,3,2762.1011286708626,Condo
1619,Downtown,2,8633.744703902225,Condo
1441,Suburb,5,6442.9273875126255,House
4927,Downtown,1,27136.39443129885,Apartment
2990,Suburb,7,16930.952439797264,Apartment
3555,Downtown,0,15774.575164544955,House
389,Rural,8,1695.602412737909,Condo
4408,Downtown,7,28709.63481011736,Condo
3320,Rural,0,9791.40164426443,House
2157,Downtown,9,16395.5342504419,Apartment
1104,Downtown,8,6813.32635536003,House
1244,Suburb,1,5452.564424127941,Apartment
3089,Downtown,2,17808.010542195978,Apartment
4175,Downtown,1,22945.49578133499,Apartment
1910,Rural,7,8319.705382477761,Condo
3223,Downtown,1,16307.019061561736,Condo
4182,Suburb,9,21462.936321960387,House
3521,Rural,1,10889.30026557993,House
4691,Suburb,0,18126.505427780285,Condo
2687,Suburb,6,12351.264403338544,House
1241,Suburb,1,5006.690601246668,Condo
2866,Suburb,9,16064.344126721138,Condo
1275,Rural,4,5442.142018216069,Apartment
1254,Downtown,4,7903.273860397455,Apartment
1562,Suburb,2,6550.307559663172,Condo
1243,Rural,2,4787.3019251188225,Apartment
2502,Suburb,2,10609.065625210647,Condo
3627,Downtown,5,23676.484564083185,Apartment
4574,Rural,3,15561.706948625742,House
2559,Rural,2,8312.74772349347,House
2128,Downtown,1,10916.785087474895,Condo
1557,Rural,2,5509.341011086778,Condo
764,Downtown,3,4586.097184284657,Apartment
3594,Rural,5,15731.651625105169,Apartment
1530,Rural,3,5666.853666242659,Condo
2954,Downtown,7,17604.07978195771,House
1184,Downtown,2,5722.505920088561,House
4105,Rural,2,14523.911817673647,Condo
4156,Rural,2,13527.114481773193,House
3435,Downtown,7,22462.176590953834,Condo
1224,Downtown,3,7405.57909783812,Apartment
4889,Rural,0,14459.520470214398,House
1846,Rural,1,5776.226005697829,House
1394,Rural,9,7082.232276051303,Apartment
2711,Downtown,1,14849.845515316605,Apartment
2917,Rural,2,9460.250932326237,House
1062,Suburb,5,4676.379738714982,House
2623,Downtown,7,17166.88374202425,Condo
4445,Rural,0,14265.586814996828,Condo
3075,Downtown,8,19014.18406548405,House
4959,Suburb,0,19170.630880753957,Condo
3455,Downtown,9,26310.73181808992,Apartment
4270,Rural,1,14474.035252551746,Condo
2340,Suburb,2,9998.309651788019,Condo
883,Suburb,6,4010.6402201552423,House
4631,Rural,8,20910.59645537532,Condo
2403,Rural,2,7746.808413285808,House
2242,Rural,7,8970.616625392458,House
4755,Downtown,8,29396.184369953637,House
409,Downtown,9,3086.268520212706,Apartment
491,Downtown,6,2980.4229451888023,Condo
1203,Rural,3,4410.603208157739,Condo
1161,Rural,3,4228.077956479007,Condo
1383,Downtown,3,7074.481731816555,House
949,Suburb,5,4970.506635152245,Apartment
4434,Downtown,3,22553.546438363563,House
3911,Suburb,4,18140.909398117845,Condo
936,Rural,8,3826.4297591555905,House
1336,Rural,6,5142.69709592608,House
4431,Downtown,7,28889.291304143306,Condo
2448,Downtown,4,13120.64773128376,House
4165,Rural,4,14834.535604876322,House
3457,Downtown,6,23563.091524205713,Apartment
3887,Rural,7,15503.79076700318,House
3594,Rural,8,17573.427359107915,Apartment
4561,Suburb,1,18567.47292680677,Condo
2730,Downtown,2,15728.062528780581,Apartment
2179,Rural,1,6770.945815736862,House
4266,Downtown,9,29848.977723569427,Condo
4013,Suburb,6,18444.432432249818,House
4426,Suburb,1,16455.854711616754,House
4406,Downtown,1,24077.083088798594,Apartment
2311,Downtown,1,10742.40981820331,House
3673,Rural,3,14722.867176999891,Apartment
2443,Suburb,0,9483.978586142566,Condo
2800,Suburb,1,11421.722819742352,Condo
4881,Suburb,2,19146.477936755033,House
1589,Downtown,6,10838.067242624162,Apartment
1747,Rural,9,7484.833649197271,House
3499,Downtown,0,15463.966582068766,House
2243,Downtown,5,12361.517826432548,House
3483,Downtown,2,17009.285534105587,House
3516,Rural,2,13490.49857584751,Apartment
3436,Downtown,3,17516.579143590967,House
3618,Suburb,3,16078.341792241592,Condo
3082,Suburb,6,16774.34968423307,Apartment
1290,Suburb,2,5037.2054138257845,House
2453,Rural,7,11573.231034926666,Apartment
525,Downtown,7,3185.1180828101847,House
1076,Rural,6,4442.651999364874,Condo
3137,Downtown,1,15939.063167732833,Condo
987,Suburb,4,4512.24797307858,Condo
829,Downtown,5,5457.407262073943,Apartment
3742,Downtown,9,26223.872137315928,Condo
2453,Downtown,3,12486.289831364873,House
1594,Rural,9,6820.5101667288145,House
1826,Downtown,4,9708.666481092398,House
3196,Downtown,8,23467.529465959,Apartment
3403,Downtown,6,23198.853926863463,Apartment
2740,Rural,1,9308.4799365262,Condo
4435,Rural,0,15403.88906883724,Apartment
4102,Rural,1,12742.304414291848,House
1144,Downtown,2,5451.840164675696,House
746,Suburb,1,2667.9945228446027,House
4215,Suburb,2,19465.15145493893,Apartment
3409,Suburb,9,17436.446847586558,House
1534,Downtown,8,10364.254100901524,Condo
526,Suburb,3,2602.4022631198563,Apartment
4443,Suburb,8,22061.778816474616,House
3259,Suburb,2,12716.585844020567,House
2130,Downtown,0,11142.82874794562,Apartment
4079,Suburb,4,20496.524499220763,Apartment
486,Suburb,9,2691.7810777373356,Condo
3177,Downtown,9,24081.019463009194,Apartment
2835,Rural,1,8790.952974100113,House
2232,Suburb,3,9930.024492224557,Condo
3224,Rural,1,9984.381124167257,House
1148,Suburb,1,4157.834696647133,House
2332,Downtown,2,11435.997695431297,House
1552,Rural,4,6543.725652341428,Apartment
2181,Rural,3,8739.315741312326,Apartment
569,Rural,1,1811.9460469967296,House
1930,Rural,9,9744.459005700905,Apartment
4705,Suburb,1,17514.7524106122,House
3503,Suburb,5,18233.8209678546,Apartment
1874,Rural,6,8511.36200786568,Apartment
3192,Suburb,9,19360.98009163918,Apartment
1995,Rural,5,8041.011813890048,Condo
3558,Rural,6,16220.901619034372,Apartment
3562,Downtown,0,17204.057015766077,Condo
1745,Rural,5,7000.953935815917,Condo
519,Suburb,2,2183.701527190307,Condo
352,Rural,0,968.209878419209,House
2057,Downtown,7,14551.026646469192,Apartment
1966,Suburb,3,8035.062689401659,House
3085,Downtown,9,21609.697992064204,Condo
1019,Downtown,7,7244.2937514016285,Apartment
705,Rural,9,3063.899550384102,House
2594,Downtown,3,14412.284576081773,Condo
371,Downtown,3,1918.3227132693328,House
2353,Suburb,9,12193.758918001358,House
1529,Downtown,3,9159.731801121045,Apartment
1867,Rural,5,8179.793383442488,Apartment
3982,Rural,8,16459.77207823758,House
3253,Rural,4,13669.742153478666,Apartment
4782,Downtown,9,36243.01462417563,Apartment
998,Suburb,7,4782.289605653385,House
1126,Rural,7,5268.790021380106,Apartment
648,Downtown,3,3811.0232623178354,Apartment
4208,Rural,9,19717.943936288328,Condo
607,Rural,8,2942.74887848053,Apartment
3716,Suburb,8,20060.535250381035,Condo
2634,Rural,4,9301.055109112822,House
3109,Suburb,5,15108.129572702192,Condo
3858,Downtown,4,20563.677722105385,House
4778,Rural,2,18323.606726219812,Apartment
3777,Downtown,7,26724.10209433901,Apartment
4920,Downtown,8,33216.24020843249,Condo
2986,Downtown,3,15230.212457416857,House
3285,Rural,8,16021.784305533123,Apartment
575,Suburb,8,3132.4155557227796,Condo
2847,Rural,6,11849.200445421386,Condo
3064,Downtown,7,19949.63725807089,Condo
636,Suburb,2,2937.7063723924207,Apartment
2273,Downtown,4,12085.367647031517,House
3279,Suburb,2,15025.782518804608,Apartment
4876,Rural,6,22063.899431400136,Apartment
4268,Suburb,5,18918.291481904944,House
1210,Rural,2,4301.245861465035,Condo
2296,Downtown,8,16852.612259452853,Apartment
3429,Suburb,0,13259.552203813451,Condo
4504,Downtown,9,31492.023586731735,Condo
4057,Suburb,2,15789.65190670258,House
627,Rural,9,2710.137071876263,House
2099,Suburb,6,9615.25320991358,House
614,Suburb,2,2553.5201959723045,Condo
3845,Rural,2,13604.238152414138,Condo
1434,Rural,1,5266.109059337865,Apartment
3046,Rural,8,13639.626563793541,Condo
1820,Suburb,3,7401.49750102345,House
455,Downtown,9,2947.0561844996223,House
2024,Suburb,5,8997.289138986476,House
3643,Suburb,1,13498.887642956872,House
1186,Downtown,8,8038.562701473942,Condo
3373,Rural,6,12992.8250176152,House
3105,Suburb,9,18877.3029767861,Apartment
1021,Downtown,4,5897.293666027814,Condo
1212,Rural,6,4531.521416251285,House
3657,Rural,3,14681.254540739692,Apartment
1170,Suburb,9,6088.106308425762,House
4408,Rural,6,18493.628811507042,Condo
797,Rural,1,2732.4646469496906,Condo
2056,Downtown,6,13994.257491050812,Apartment
1417,Downtown,3,7915.794988516539,Condo
3709,Rural,3,14894.558619159981,Apartment
3128,Downtown,0,13762.309394623315,House
1947,Rural,2,6941.053920361955,Condo
3283,Suburb,4,13911.413251443608,House
442,Downtown,4,2351.7760843005035,House
3061,Rural,1,10386.502433702508,Condo
3735,Rural,3,12641.056976355527,House
4960,Downtown,0,25904.683483083332,Apartment
2731,Downtown,8,20030.382004197814,Apartment
4812,Suburb,0,20087.942025771386,Apartment
2148,Rural,5,8636.31213953799,Condo
2996,Suburb,6,13852.202294987448,House
2017,Suburb,2,7940.189029280626,House
3372,Suburb,0,11854.890561644374,House
1367,Downtown,6,7857.404122496334,House
3086,Suburb,2,14273.7121635733,Apartment
4091,Downtown,9,28632.24753611475,Condo
1588,Downtown,5,10426.40949813486,Apartment
4171,Suburb,5,21868.758380546456,Apartment
2106,Suburb,3,9327.9453810003,Condo
1804,Rural,5,7282.74252596198,Condo
3608,Suburb,9,21924.588793946517,Apartment
3251,Rural,3,11081.079500850521,House
371,Suburb,7,1854.0833096148747,Condo
1990,Suburb,8,10830.059381404135,Condo
1644,Suburb,1,7260.426737681258,Apartment
3603,Suburb,6,16534.337992064513,House
3413,Rural,8,15379.862276424632,Condo
1182,Rural,8,5814.554068817039,Apartment
4534,Suburb,4,20970.008507625254,Condo
2962,Suburb,0,10445.482116261355,House
1804,Rural,5,7867.351303097763,Apartment
2763,Downtown,7,19496.243544154066,Apartment
2853,Downtown,0,12644.568914682439,House
1032,Downtown,1,5711.250121951164,Apartment
2048,Rural,0,6058.801602836991,House
4224,Rural,4,17681.66434024759,Apartment
723,Downtown,1,3402.611732115173,House
3778,Downtown,9,26454.749056154487,Condo
1891,Suburb,9,10557.916668758124,Condo
4785,Rural,3,17777.135448444653,Condo
4737,Rural,0,16403.783307523252,Apartment
792,Downtown,6,4561.888342134629,House
491,Downtown,7,2916.6826899725015,House
798,Rural,4,3037.411573010041,Condo
1556,Suburb,1,6328.116209717246,Condo
2268,Downtown,7,14811.910594681585,Condo
4622,Rural,0,13601.549960318403,House
2486,Rural,6,10336.900597798807,Condo
1116,Suburb,0,4606.413974047464,Apartment
3520,Suburb,5,17092.75732940327,Condo
1773,Downtown,5,10800.984404596125,Condo
1386,Downtown,4,7365.510116841766,House
4499,Downtown,1,24650.210034529213,Apartment
2174,Rural,1,6730.6982982081,House
1170,Downtown,8,8461.051124779884,Apartment
2342,Rural,4,9819.631622023859,Apartment
572,Downtown,4,3265.705551986693,Condo
1329,Suburb,6,6615.51735337834,Condo
3518,Suburb,5,15625.280559119357,House
4369,Rural,1,13533.30555922721,House
1351,Suburb,0,4828.665433077076,House
4333,Rural,4,18198.81209631146,Apartment
1873,Rural,3,6353.457111186217,House
3490,Suburb,2,16070.264398933985,Apartment
4688,Rural,1,17224.386053105914,Apartment
4097,Suburb,9,24841.346696318786,Apartment
3589,Downtown,1,19776.720937617498,Apartment
4047,Downtown,3,24251.864118442205,Apartment
2405,Suburb,1,9740.109899958843,Condo
607,Suburb,3,2931.484604488107,Apartment
3659,Suburb,2,16788.472330259756,Apartment
3476,Suburb,8,18822.79452283194,Condo
1551,Downtown,6,9747.62320250779,Condo
3047,Rural,2,10756.178886398891,Condo
1817,Rural,7,7201.979359508613,House
1678,Downtown,8,10357.784031294861,House
2261,Rural,6,10175.230540065386,Apartment
4605,Downtown,5,30200.960218285985,Apartment
3163,Rural,3,12678.488464661,Apartment
2956,Suburb,4,14781.36511044834,Apartment
2794,Suburb,7,14568.930836322668,Condo
4867,Suburb,2,18975.352344231564,House
4305,Downtown,1,21792.540102472303,Condo
3863,Downtown,2,18796.090346767014,House
1222,Rural,6,5180.640368325164,Condo
4532,Rural,7,21284.552344241194,Apartment
4762,Rural,0,14027.165255757125,House
3259,Downtown,6,22068.90778312651,Apartment
483,Rural,8,2087.1392117406613,House
3658,Suburb,2,14285.622765442515,House
1698,Rural,2,6513.220616168489,Apartment
3096,Suburb,7,17460.41195411233,Apartment
836,Downtown,3,4992.2716367206585,Apartment
1573,Suburb,7,8192.18225447199,Condo
3267,Suburb,4,13911.268967209358,House
3349,Suburb,2,12995.574904516183,House
1396,Downtown,3,7084.959796915738,House
1605,Downtown,3,9701.031352370585,Apartment
1215,Downtown,7,7342.875167983938,House
3381,Downtown,5,18739.443447462578,House
4547,Rural,6,20587.376787231675,Apartment
1328,Downtown,8,9720.796977804546,Apartment
2277,Suburb,5,10102.325647155569,House
3654,Downtown,2,19399.694068970795,Condo
2811,Rural,2,10822.18157543314,Apartment
570,Rural,2,1982.4965558161664,Condo
1486,Rural,9,7019.000285524203,Condo
4855,Suburb,1,19693.90444691586,Condo
4500,Downtown,0,21704.077681358445,Condo
4064,Downtown,9,30864.554809989997,Apartment
2698,Downtown,0,11896.785814497267,House
4829,Suburb,3,19677.934869124398,House
4535,Suburb,2,20952.539719074008,Apartment
4482,Rural,4,18701.371753703344,Apartment
2011,Rural,8,9125.42114582325,Condo
2530,Downtown,7,16432.79343713385,Condo
428,Suburb,8,2549.348057660382,Apartment
1569,Suburb,4,6621.740180959856,House
3972,Downtown,7,25959.771881493663,Condo
1901,Downtown,3,11410.558564710753,Apartment
4270,Rural,4,17856.915121205202,Apartment
4544,Rural,2,17389.671381726486,Apartment
927,Rural,4,3461.433024980204,Condo
4097,Downtown,2,23524.877849272096,Apartment
2344,Downtown,4,12369.80769810701,House
3852,Rural,4,16022.847611862702,Apartment
2641,Rural,5,10645.031770275726,Condo
3514,Suburb,8,17501.974354260234,House
549,Suburb,0,2034.4822615143662,House
3225,Rural,9,16254.664255624506,Apartment
1274,Rural,5,5549.836857445465,Apartment
1625,Suburb,0,5814.157099047753,House
1283,Rural,5,5528.997632252391,Apartment
1188,Suburb,1,4880.274281771716,Condo
3237,Suburb,7,15539.816245002261,House
2417,Suburb,2,11032.336877205373,Apartment
2972,Downtown,9,18962.62040233595,House
1626,Downtown,5,10615.35371764835,Apartment
770,Rural,5,3404.5224193190797,Apartment
2287,Suburb,3,10086.822997178844,Condo
390,Downtown,4,2346.96609219155,Apartment
829,Rural,1,3039.7265790366823,Apartment
4359,Rural,9,22080.46573884106,Apartment
3073,Rural,9,14314.245960429264,Condo
1986,Rural,7,9322.920348004762,Apartment
491,Rural,9,2514.925702097974,Apartment
2286,Suburb,6,12396.82128605716,Apartment
3923,Rural,9,16750.859053833577,House
2485,Suburb,5,12016.764121002141,Condo
4740,Downtown,6,27302.49995077677,House
1308,Rural,0,4200.686446942029,Condo
4083,Downtown,4,23739.981838375792,Condo
4598,Suburb,6,21210.056439641914,House
4968,Suburb,0,19179.364521562195,Condo
4587,Downtown,1,23199.112909732838,Condo
2352,Rural,8,9769.102366809293,House
3608,Rural,2,13896.224582664176,Apartment
2016,Downtown,5,12167.003388468176,Condo
610,Downtown,6,3524.9539190814526,House
4838,Downtown,8,32750.571537568783,Condo
1560,Rural,4,5605.836203653703,House
4232,Rural,3,17021.87838201438,Apartment
3568,Rural,1,12086.01042909007,Condo
884,Downtown,2,5134.718761167279,Apartment
3099,Rural,4,13030.34822422919,Apartment
659,Suburb,1,2464.4942950822856,House
3166,Downtown,3,17631.93593759538,Condo
2311,Rural,0,7407.821413508047,Condo
4306,Downtown,3,23970.137292333635,Condo
1925,Suburb,6,9636.541907639226,Condo
3064,Suburb,2,12973.188561183139,Condo
1190,Downtown,9,7633.431749056879,House
1031,Downtown,7,6655.743509079069,Condo
4261,Suburb,5,22266.50715767236,Apartment
2804,Downtown,5,18359.370648547912,Apartment
914,Suburb,0,3545.695129660507,Condo
4106,Suburb,4,17484.628914788245,House
2019,Rural,2,6588.29769149499,House
1887,Downtown,9,13234.700138942664,Condo
1911,Downtown,0,9957.016473915943,Apartment
1196,Rural,7,5245.3270029968035,Condo
577,Suburb,6,2892.9899811597516,Condo
4947,Downtown,6,31075.131774349236,Condo
1936,Rural,9,8291.36549044087,House
2458,Rural,9,10599.071779754822,House
2732,Downtown,9,20668.885799789445,Apartment
4204,Rural,3,16848.03161497907,Apartment
3562,Suburb,5,17231.52909574214,Condo
1749,Rural,8,8542.877345030885,Apartment
4800,Suburb,2,20378.279633716815,Condo
1532,Suburb,8,8882.492600807778,Apartment
4417,Downtown,3,24520.5949535052,Condo
977,Rural,4,3478.7560723549223,House
2958,Suburb,6,14886.234348879245,Condo
2328,Suburb,5,10299.116660084494,House
4058,Rural,9,17377.30680051908,House
4924,Suburb,7,27769.653124497312,Apartment
2337,Rural,7,11025.308118403806,Apartment
2949,Downtown,7,17627.52720843902,House
956,Suburb,2,4071.7612814322765,Condo
465,Suburb,9,2594.405717933199,Condo
4891,Rural,5,21338.060567250213,Apartment
889,Rural,6,3753.1930428661417,Condo
4824,Rural,8,21759.998652315182,Condo
3121,Rural,9,14481.229422999175,Condo
4558,Suburb,9,23423.922664959406,House
1562,Downtown,3,7933.956658289286,House
371,Downtown,4,2114.96894279391,Condo
3816,Downtown,7,27023.991187431537,Apartment
3880,Downtown,0,18694.320372134098,Condo
568,Rural,5,2435.804861774614,Apartment
2076,Suburb,3,8344.347748515518,House
2762,Suburb,4,12879.240557785495,Condo
1568,Suburb,4,7315.271548420242,Condo
1315,Rural,1,4800.045178524464,Apartment
3022,Suburb,7,17108.76186270973,Apartment
1383,Rural,1,4564.780354909139,Condo
4401,Suburb,3,19580.617793663503,Condo
706,Downtown,4,4390.249788270515,Apartment
3376,Rural,0,10048.804684363939,House
1285,Suburb,5,6742.3355623517655,Apartment
3903,Downtown,1,19801.19167289508,Condo
4785,Downtown,4,25382.410618607868,House
1009,Downtown,5,5543.624578617808,House
2918,Rural,7,11657.467023006146,House
1711,Rural,8,7029.12498164905,House
4921,Suburb,5,23725.653536124148,Condo
1785,Downtown,4,9554.335613731047,House
3250,Suburb,3,15660.008431087992,Apartment
4951,Suburb,1,21706.95501672945,Apartment
3234,Downtown,1,17796.10536891696,Apartment
4414,Suburb,6,22159.09793605581,Condo
4970,Rural,4,17515.96187752138,House
1303,Suburb,6,7065.9216093640025,Apartment
2766,Downtown,0,14421.087706158929,Apartment
2766,Rural,0,9661.800059391611,Apartment
2238,Rural,4,7894.447905723964,House
2239,Suburb,1,9845.908599024962,Apartment
1935,Suburb,7,9286.17212114245,House
1998,Rural,2,6605.41003192342,House
4827,Suburb,0,17196.72730245295,House
2391,Downtown,1,12137.472342910096,Condo
2195,Suburb,9,12295.874182494606,Condo
4540,Suburb,9,23287.91091305707,House
3698,Rural,6,14108.100952283028,House
1373,Suburb,5,6517.467565414281,Condo
2702,Suburb,7,14052.988345351747,Condo
3512,Suburb,6,16253.698702887124,House
4337,Downtown,9,30455.21953588979,Condo
1451,Suburb,7,8203.567219684293,Apartment
2745,Downtown,2,13392.486649583334,House
2256,Downtown,5,12455.677997161629,House
4858,Downtown,6,30502.763401165925,Condo
4207,Downtown,9,31881.156382313766,Apartment
1107,Rural,0,3525.745375389846,Condo
486,Downtown,0,2573.696000334852,Apartment
4824,Suburb,6,26221.743529424846,Apartment
1607,Downtown,2,7851.32811937841,House
2584,Suburb,2,11891.273564488494,Apartment
1057,Downtown,4,5686.89826658265,House
4531,Rural,5,19785.240737227334,Apartment
4154,Downtown,1,19324.20583445034,House
4566,Downtown,2,26210.004184707697,Apartment
2506,Rural,5,10062.418469434664,Condo
3858,Downtown,2,22203.81639689315,Apartment
1880,Suburb,4,8720.166093854059,Condo
1261,Downtown,8,9270.886135004532,Apartment
4147,Downtown,2,23880.091844955543,Apartment
3875,Downtown,5,21394.666690175756,House
1175,Rural,4,4948.299048208406,Apartment
2718,Downtown,4,17043.75598916861,Apartment
4498,Downtown,5,29388.21201953535,Apartment
1301,Suburb,5,6228.87747129033,Condo
3684,Downtown,0,16293.818910924905,House
4366,Downtown,8,27035.57915192676,House
3145,Downtown,4,19806.06754281092,Apartment
1781,Downtown,0,9305.978561823744,Apartment
3601,Suburb,7,18811.411884949976,Condo
957,Suburb,6,5117.817446957235,Apartment
3080,Rural,6,11856.03934176749,House
722,Downtown,4,3868.1669624443725,House
3981,Rural,0,12746.407168662523,Condo
4566,Rural,8,20540.53571404489,Condo
3010,Downtown,8,18624.87900181911,House
752,Suburb,7,3912.7123600795417,Condo
2697,Suburb,4,13512.719747773626,Apartment
2275,Downtown,2,13082.464762893322,Apartment
1957,Downtown,7,12793.66854333619,Condo
2841,Suburb,0,10035.20686868473,House
3375,Downtown,2,17946.75990275122,Condo
3464,Downtown,6,19947.275949587423,House
3266,Downtown,3,17993.64939750802,Condo
2353,Suburb,6,11779.542710410386,Condo
587,Rural,4,2317.5172923927057,Condo
3517,Rural,5,15291.295618101964,Apartment
4154,Downtown,6,28203.82834590079,Apartment
1747,Suburb,9,9024.47343706925,House
907,Downtown,6,5702.891166501616,Condo
4852,Suburb,6,26477.246060119705,Apartment
2064,Downtown,6,12936.993690410389,Condo
1525,Suburb,6,7082.326343377985,House
1535,Suburb,2,7023.824806453459,Apartment
1329,Rural,2,4186.744573319982,House
2971,Downtown,6,20243.737339488176,Apartment
4262,Rural,1,14438.903546534471,Condo
4842,Rural,1,15040.649899199228,House
3477,Suburb,2,16000.333869361388,Apartment
4022,Downtown,3,24275.935079630315,Apartment
1775,Suburb,5,8616.775271133913,Condo
3196,Suburb,7,15324.004502892452,House
1108,Suburb,9,5696.825737468985,House
1278,Downtown,9,8137.489420419034,House
2763,Downtown,6,17352.76493709484,Condo
1025,Suburb,3,4952.364115659556,Apartment
2801,Downtown,1,15491.13278610338,Apartment
3662,Suburb,1,13633.043293175177,House
1516,Downtown,3,9070.302130240196,Apartment
4351,Downtown,5,24104.131789909392,House
2497,Rural,2,8907.507844980297,Condo
3106,Suburb,5,15087.845419468205,Condo
1078,Rural,4,4160.168346588642,Condo
1272,Rural,4,4495.5758895270355,House
3110,Suburb,1,13599.21363575058,Apartment
2423,Suburb,7,12609.538326302107,Condo
898,Downtown,4,4792.853768927736,House
3641,Suburb,1,13465.444635690834,House
524,Rural,6,2295.9055297631226,Condo
1140,Rural,8,5121.436388552381,Condo
2114,Suburb,8,11442.245639536715,Condo
1406,Rural,0,4921.846689968565,Apartment
424,Downtown,6,2940.695295698205,Apartment
3546,Rural,8,14667.01661016153,House
3231,Downtown,5,19454.3257561799,Condo
4425,Rural,0,14270.005466943036,Condo
3271,Downtown,1,18028.15882003107,Apartment
2317,Downtown,3,12825.416755526687,Condo
2715,Suburb,3,11099.333403725128,House
4890,Downtown,1,24813.070163491553,Condo
3396,Suburb,7,19196.452344121913,Apartment
1909,Rural,1,5884.641265295653,House
1017,Rural,2,3291.013493707347,House
3861,Rural,3,14319.62831006257,Condo
